#OTU ID						10283.LS.12.28.2011	10283.LS.4.3.2012	10283.LS.8.7.2012	10283.LS.11.6.2012	10283.LS.1.26.2013	10283.LS.2.8.2013	10283.LS.2.25.2013	10283.LS.3.24.2013	10283.LS.4.7.2013	10283.LS.4.29.2013	10283.LS.7.14.2013	10283.LS.9.3.2013	10283.LS.9.24.2013	10283.LS.11.10.2013	10283.LS.12.14.2013	10283.LS.1.19.2014	10283.LS.2.17.2014	10283.LS.3.23.2014	10283.LS.5.4.2014	10283.LS.6.16.2014	10283.LS.7.27.2014	10283.LS.8.22.2014	10283.LS.8.25.2014	10283.LS.9.28.2014	10283.LS.11.16.2014	10283.LS.12.7.2014	10283.LS.12.17.2014	10283.LS.1.6.2015	10283.LS.1.14.2015	10283.LS.1.25.2015	10283.LS.2.8.2015	10283.LS.2.23.2015	10283.LS.3.8.2015	10283.LS.3.24.2015	10283.LS.4.4.2015	10283.LS.4.19.2015	10283.LS.5.3.2015	10283.LS.5.31.2015	10283.LS.6.14.2015
k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Clostridiaceae	g__02d06	0	0.000266667	6.67E-05	0	0	6.67E-05	6.67E-05	0.0002	0	0	0	0	0	0	6.67E-05	0	6.67E-05	0	0.000133333	0	6.67E-05	0	0.000266667	6.67E-05	0	0	6.67E-05	0	0	0	0	0	0	0	6.67E-05	0	0	0.000133333	0
k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Clostridiaceae	g__Clostridium	0.000466667	0.008666667	0.0108	0.0546	0.009866667	0.014533333	0.018533333	0.009333333	0.023666667	0.016466667	0.003933333	0.0434	0.0532	0.022066667	0.0224	0.014933333	0.004933333	0.007133333	0.018866667	0.016133333	0.007866667	0.011066667	0.004933333	0.0126	0.021533333	0.008866667	0.0148	0.014	0.0338	0.019866667	0.022533333	0.006866667	0.009666667	0.007933333	0.003133333	0.005266667	0.0038	0.005266667	0.003466667
k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Clostridiaceae	g__SMB53	0	0	0	0	0	0	6.67E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.67E-05	0	0	0	0
k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Clostridiaceae	g__Sarcina	0	0	0	0	0	0	0	6.67E-05	0	0	0	0	0	0	0	6.67E-05	0	0	0	0	0	6.67E-05	0	0	0	0	0	0	0	0	0	0	6.67E-05	0	0	0	0	0	0
k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Dehalobacteriaceae	g__Dehalobacterium	0.000666667	0.001	0.0002	0.0008	0.000266667	6.67E-05	0	6.67E-05	0.000133333	0.0002	0.000133333	0.0002	0	0.000133333	0.0002	0.0002	0.0002	0.0004	0.000466667	0.000133333	0.000133333	0.000333333	0	0	0	6.67E-05	0	0.000133333	0	0.000333333	0.0002	0.000266667	0	6.67E-05	0.0002	0.0002	6.67E-05	0.000266667	6.67E-05
k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__EtOH8	g__	0	0	0	0	0.000133333	6.67E-05	0	0	6.67E-05	0	0	0	0	0	0.000133333	0	0	0	6.67E-05	0	0	0	0	0	0	0	6.67E-05	0	0.000266667	6.67E-05	0.000333333	0	0	0.000133333	0	0	0	0.000133333	0
k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Eubacteriaceae	g__Pseudoramibacter_Eubacterium	0	0.000133333	6.67E-05	6.67E-05	6.67E-05	0	0	6.67E-05	0	0	0	0	6.67E-05	0	0	6.67E-05	0.0002	0	6.67E-05	0	6.67E-05	0	6.67E-05	0	0	6.67E-05	0	0	0	0	0	6.67E-05	0	6.67E-05	6.67E-05	0	6.67E-05	0	0
k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Lachnospiraceae	g__	0.047866667	0.121733333	0.115733333	0.063066667	0.050533333	0.047133333	0.039066667	0.072533333	0.0582	0.0768	0.0962	0.074866667	0.069533333	0.081	0.089	0.036666667	0.043533333	0.057933333	0.044133333	0.059266667	0.0576	0.113	0.056666667	0.120933333	0.136	0.062333333	0.091333333	0.065733333	0.073666667	0.045666667	0.124733333	0.1266	0.0452	0.0592	0.111733333	0.046266667	0.125933333	0.0608	0.089066667
k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Lachnospiraceae	g__Anaerostipes	0.001533333	0.001466667	0.001133333	0.001266667	0.003266667	0.000333333	0.000666667	0.000666667	0.0004	0.0004	0.000533333	0.001466667	6.67E-05	0.0002	0.0012	0.000666667	6.67E-05	0.002666667	0.0002	0.001333333	0.000666667	0.0006	6.67E-05	0.000733333	0.0002	0.001066667	0.000333333	0.0046	0.004066667	0.0002	0.0006	0.0014	0.0006	0.001133333	0.0044	0.000866667	0.000266667	0.000466667	0.0012
k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Lachnospiraceae	g__Blautia	0.030533333	0.088266667	0.102533333	0.0552	0.025	0.025933333	0.021133333	0.0126	0.015	0.0408	0.026666667	0.0218	0.026733333	0.021133333	0.0154	0.0418	0.014733333	0.012533333	0.015933333	0.0142	0.0258	0.0472	0.0264	0.024333333	0.022933333	0.0352	0.023	0.018466667	0.010733333	0.012066667	0.013733333	0.0346	0.007733333	0.021733333	0.046266667	0.008333333	0.051666667	0.015066667	0.0288
k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Lachnospiraceae	g__Coprococcus	0.036	0.0472	0.094066667	0.060333333	0.0216	0.0324	0.020866667	0.0098	0.014666667	0.0178	0.017133333	0.017333333	0.027533333	0.0178	0.009533333	0.0334	0.042733333	0.0392	0.040066667	0.085266667	0.038466667	0.081666667	0.033533333	0.059	0.075466667	0.034133333	0.0374	0.0232	0.042066667	0.063466667	0.0374	0.0856	0.021733333	0.0624	0.074266667	0.057733333	0.0592	0.076	0.067
k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Lachnospiraceae	g__Dorea	0.005466667	0.006666667	0.007733333	0.004466667	0.003	0.003333333	0.013466667	0.003666667	0.004733333	0.004133333	0.0108	0.0134	0.0058	0.007933333	0.003533333	0.002666667	0.015266667	0.003666667	0.041466667	0.005266667	0.032266667	0.0112	0.005866667	0.0036	0.007133333	0.008333333	0.003933333	0.012333333	0.0038	0.002866667	0.005333333	0.003533333	0.001666667	0.021	0.004733333	0.028466667	0.016333333	0.004466667	0.0418
k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Lachnospiraceae	g__Lachnobacterium	0.000866667	0.014733333	0.004066667	0.007666667	0.002466667	0.0042	0.003266667	0.009666667	0	0	0.000266667	6.67E-05	0	0	0	6.67E-05	0	6.67E-05	0.000133333	0.000266667	0	0	0	0.000133333	0.001533333	6.67E-05	0	0.000133333	0	0	0.0004	0.000133333	0.000133333	0.000133333	6.67E-05	6.67E-05	0.000266667	0	0
k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Lachnospiraceae	g__Lachnospira	0.003333333	0.024933333	0.0082	0.0118	0.010333333	0.034133333	0.010466667	0.033933333	0.027933333	0.024466667	0.036	0.062266667	0.097133333	0.0702	0.023266667	0.025933333	0.0124	0.0308	0.016933333	0.0308	0.0234	0.037066667	0.029	0.018466667	0.028466667	0.030333333	0.010733333	0.0038	0.0146	0.0158	0.0096	0.020133333	0.0064	0.014066667	0.0214	0.009133333	0.028733333	0.031466667	0.004133333
k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Lachnospiraceae	g__Moryella	0	0	0	0	0	0	0	0	0	0	6.67E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Lachnospiraceae	g__Oribacterium	0	0	0	0	0	0	6.67E-05	0	0	0	6.67E-05	6.67E-05	0	0	0	0	0	0	0	0	0	0	0.001733333	6.67E-05	0	0	0	0	0	0	6.67E-05	0	0	0	0	0	0	0	0
k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Lachnospiraceae	g__Roseburia	0.003733333	0.0166	0.020066667	0.014933333	0.010666667	0.009266667	0.009333333	0.023333333	0.0262	0.028866667	0.028866667	0.005533333	0.004733333	0.007533333	0.001933333	0.0032	0.002466667	0.004466667	0.0016	0.0046	0.0036	0.012333333	0.003	0.0176	0.017	0.005066667	0.015533333	0.003266667	0.002666667	0.001133333	0.005933333	0.005266667	0.010133333	0.002866667	0.011666667	0.001666667	0.0122	0.006733333	0.002733333
k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Lachnospiraceae	g__Ruminococcus	0	6.67E-05	6.67E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	6.67E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Lachnospiraceae	g__[Ruminococcus]	0.017066667	0.010733333	0.0096	0.005066667	0.004133333	0.0016	0.004266667	0.0014	0.001933333	0.0036	0.0016	0.0022	0.0024	0.001466667	0.004333333	0.004266667	0.005533333	0.0024	0.010133333	0.002333333	0.0042	0.0128	0.003533333	0.003933333	0.005866667	0.007933333	0.003666667	0.003466667	0.0034	0.007133333	0.0046	0.007066667	0.0014	0.008933333	0.006266667	0.0034	0.006733333	0.005266667	0.006933333
k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Peptococcaceae	g__	0.000133333	6.67E-05	0.000133333	0.0002	0.000866667	0.0004	0.000333333	0.001	0.0004	0.0006	0.000133333	0.0008	0.000266667	0.000666667	6.67E-05	0	0	0.0002	0	0.0004	0	6.67E-05	0	0	0	0	0.000133333	0	0.000133333	0	0	6.67E-05	0	0	0	0	0	0	0
k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Peptococcaceae	g__Peptococcus	0.0002	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.67E-05
k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Peptococcaceae	g__rc4-4	0	0	6.67E-05	0	0.0002	0	0	0.0002	6.67E-05	0.000133333	6.67E-05	0	0	0.000133333	0	0	0	6.67E-05	0	0.0002	0	6.67E-05	0	0.000266667	0.000266667	6.67E-05	0	0	0	0	0.000133333	0	0	0	0.000266667	0	0	0	0
k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Peptostreptococcaceae	g__	6.67E-05	0	0.000933333	0.0006	0.0002	6.67E-05	0.0004	0	0	0.0006	0.000133333	6.67E-05	0.0004	0	0	6.67E-05	0.0002	0	0.000133333	0.0002	6.67E-05	0.0004	0.000266667	0	0	0	0	0.000466667	0.000266667	6.67E-05	0	6.67E-05	0.000466667	0.0002	0	0	0	6.67E-05	0
k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Ruminococcaceae	g__	0.176533333	0.162	0.185733333	0.234266667	0.1384	0.144933333	0.2118	0.077066667	0.0786	0.116266667	0.1124	0.115	0.113133333	0.097466667	0.127866667	0.105	0.159533333	0.126133333	0.2054	0.097866667	0.119933333	0.128466667	0.138133333	0.0918	0.097066667	0.138866667	0.0684	0.118533333	0.149266667	0.184866667	0.1878	0.1328	0.141133333	0.170866667	0.136133333	0.162333333	0.130333333	0.174333333	0.1508
k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Ruminococcaceae	g__Anaerotruncus	0.000266667	0.0002	0.000133333	0.000133333	0.000733333	6.67E-05	0.000333333	6.67E-05	6.67E-05	0.0002	0	0.000333333	0.000133333	0.000133333	0.0004	0.000133333	0.000466667	0.000133333	0.0006	0.0006	0.000333333	0.0004	0.001533333	0.0002	0.000133333	0.000466667	0.000133333	0.0004	0.000733333	0.000533333	0.0004	6.67E-05	0.000133333	0.000466667	0.000266667	0.000533333	6.67E-05	0.000266667	0.000933333
k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Ruminococcaceae	g__Clostridium	6.67E-05	6.67E-05	0	6.67E-05	6.67E-05	0	0	0	0	0	0	0	0	0	0	0	6.67E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Ruminococcaceae	g__Faecalibacterium	0.014466667	0.076133333	0.068533333	0.0778	0.077466667	0.114133333	0.101466667	0.103733333	0.111266667	0.116866667	0.123866667	0.2202	0.206133333	0.123	0.103133333	0.0334	0.03	0.1134	0.045533333	0.049333333	0.085266667	0.145333333	0.109266667	0.133	0.131	0.1556	0.065333333	0.046733333	0.058333333	0.054	0.094533333	0.1204	0.156133333	0.071933333	0.1654	0.052333333	0.0922	0.089466667	0.0546
k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Ruminococcaceae	g__Oscillospira	0.004133333	0.003666667	0.0038	0.005466667	0.013533333	0.010733333	0.005066667	0.007533333	0.0092	0.006533333	0.012133333	0.012866667	0.025666667	0.015266667	0.0084	0.004133333	0.006866667	0.013666667	0.008066667	0.0108	0.007666667	0.005333333	0.003266667	0.010666667	0.0106	0.0078	0.0102	0.003733333	0.006066667	0.0088	0.009333333	0.0064	0.002333333	0.005266667	0.006666667	0.004	0.0042	0.007066667	0.0048
k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Ruminococcaceae	g__Ruminococcus	0.037733333	0.0748	0.037666667	0.030733333	0.032533333	0.033733333	0.0134	0.041066667	0.0366	0.027866667	0.079333333	0.064666667	0.038733333	0.053933333	0.041266667	0.0216	0.013666667	0.019866667	0.018	0.0272	0.0228	0.040333333	0.0164	0.0374	0.0216	0.032	0.019	0.016533333	0.039133333	0.014733333	0.019333333	0.030533333	0.033933333	0.019866667	0.0462	0.014866667	0.043	0.0244	0.0174
k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Veillonellaceae	g__	0	0	0	0	6.67E-05	0	0	0	0	0	0	0	0	0.000133333	0	0	6.67E-05	0	0	0	0	0	0	0	0	0	6.67E-05	0	0	0.0034	0.002466667	0.006066667	0.0054	0.009066667	0.0092	0.006	0.006533333	0.018133333	0.006133333
k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Veillonellaceae	g__Anaerovibrio	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.67E-05	0	0	0	0	0
k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Veillonellaceae	g__Dialister	0.023266667	0.106266667	0.005333333	0.000533333	0.000266667	6.67E-05	0.0004	0.0002	0.002533333	0.000266667	0.000533333	0.000333333	0.000666667	0.000133333	0.0002	0.0004	0.000333333	0.0002	0.0002	0.000133333	0	0	0	0.000266667	0	6.67E-05	0.000266667	0.000266667	0.000333333	0.000333333	0.000333333	0.0002	0.000133333	0	6.67E-05	6.67E-05	0	0.000266667	0.000266667
k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Veillonellaceae	g__Megamonas	0	0	6.67E-05	6.67E-05	0	0	0	0	6.67E-05	0	6.67E-05	0	0.000133333	0	0	0	6.67E-05	6.67E-05	6.67E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.67E-05	0	0	0	0
k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Veillonellaceae	g__Megasphaera	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.67E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Veillonellaceae	g__Phascolarctobacterium	0.0032	0.001533333	0.003133333	0.002733333	0.0086	0.0042	0.002666667	0.002866667	0.001333333	0.004	0.013266667	0.004	0.004066667	0.008133333	0.011	0.000733333	0.012866667	0.008933333	0.0126	0.005066667	0.0092	0.0062	0.014466667	0.0072	0.006733333	0.008733333	0.002733333	0.0084	0.001933333	0.000133333	0.0004	0.000266667	6.67E-05	0.000533333	0.0002	0.0006	0.000133333	0.000466667	0.000466667
k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Veillonellaceae	g__Veillonella	6.67E-05	0.001333333	0.000133333	0.000666667	0.0006	0.000266667	0	6.67E-05	0.000266667	0.0008	0.000733333	0.000266667	0.000466667	0.0004	0.000266667	0	6.67E-05	0.000133333	0	0.000333333	0.000133333	0.000266667	0	0.0006	0.0002	0.0002	0.0008	0.000333333	0.000133333	6.67E-05	0.001133333	0.0002	0.000466667	0	0.000133333	0.0004	0.000133333	0.000266667	6.67E-05
k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__[Mogibacteriaceae]	g__	0.004666667	0.0004	0.000533333	0.000133333	0.0002	0.0006	0.002933333	0.000266667	0.001133333	0.000266667	6.67E-05	0.000133333	0	6.67E-05	0.000133333	0.000133333	0.001266667	0.0002	0.000666667	0.0002	0.000533333	0.000466667	0.001066667	0.0002	0.000333333	0.000866667	0.000133333	0.000533333	0.0006	0.0002	0.000133333	0.0002	0.0002	0.0008	0.000333333	0.001333333	0.0002	0.000133333	0.000666667
k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__[Mogibacteriaceae]	g__Mogibacterium	0	6.67E-05	6.67E-05	0	0	0	0	0	0	0	0	6.67E-05	0	0.000133333	0	0	0	0	0	0	0	0	0	0	6.67E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__[Tissierellaceae]	g__Anaerococcus	0.0002	0	0	0	0	0	6.67E-05	6.67E-05	6.67E-05	6.67E-05	6.67E-05	0	0	0	0	0	0	0	0	0	0.000133333	0	0	0	0	0	0	6.67E-05	0	0	0	0	0	0.0006	0	0.0004	0	0	0.000466667
k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__[Tissierellaceae]	g__Finegoldia	0	0	6.67E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.67E-05	0	0	0	0	0
k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__[Tissierellaceae]	g__Parvimonas	0.007866667	0.000266667	6.67E-05	6.67E-05	0	0.002666667	0.005266667	0.000466667	0.005266667	0.0006	0	0	0.000133333	0	6.67E-05	0.000333333	0.002466667	6.67E-05	0.0014	0	0.000533333	0.000133333	0.001533333	0.000133333	0.001266667	0.000133333	0.0002	0.000733333	0.000133333	6.67E-05	0	0	0.000266667	0.003866667	0	0.0036	0.001333333	0.0008	0.007466667
k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__[Tissierellaceae]	g__Peptoniphilus	6.67E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000133333	0	0.000133333	6.67E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	6.67E-05	0	0	0	6.67E-05	0
k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__[Tissierellaceae]	g__WAL_1855D	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.67E-05	0	6.67E-05	0	0	0	0	0	0	6.67E-05	0	0	0	0	0	0	0	6.67E-05	0	6.67E-05	0	0	0.0004
k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__[Tissierellaceae]	g__ph2	0	0	0	0	0	0	0	0	6.67E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria	p__Firmicutes	c__Clostridia	o__SHA-98	f__	g__	0.000133333	0	0	0	0	6.67E-05	6.67E-05	6.67E-05	0	0	0	0	0	0	0	0	0.000333333	0	6.67E-05	6.67E-05	0	6.67E-05	0.000133333	6.67E-05	0	0.000133333	0	0	0	6.67E-05	0	6.67E-05	6.67E-05	6.67E-05	0	0	6.67E-05	0	6.67E-05
k__Bacteria	p__Firmicutes	c__Erysipelotrichi	o__Erysipelotrichales	f__Erysipelotrichaceae	g__	0.014933333	0.031333333	0.027	0.009333333	0.0172	0.013	0.006733333	0.001	0.004333333	0.007066667	0.012133333	0.014266667	0.025266667	0.010866667	0.010866667	0.014866667	0.013933333	0.018733333	0.0206	0.006733333	0.007066667	0.013666667	0.0102	0.008466667	0.008933333	0.025	0.002866667	0.006533333	0.0068	0.006933333	0.003866667	0.014466667	0.024466667	0.011	0.021933333	0.006	0.020666667	0.006066667	0.019333333
k__Bacteria	p__Firmicutes	c__Erysipelotrichi	o__Erysipelotrichales	f__Erysipelotrichaceae	g__Bulleidia	0.001133333	0	0	0	0	0	0	0	0	0	0	0	6.67E-05	0	0	0	0	0	0	0	0	0	0	0	6.67E-05	6.67E-05	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria	p__Firmicutes	c__Erysipelotrichi	o__Erysipelotrichales	f__Erysipelotrichaceae	g__Catenibacterium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.67E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	6.67E-05	0	0	0	0	0	0	0	0	0	0
k__Bacteria	p__Firmicutes	c__Erysipelotrichi	o__Erysipelotrichales	f__Erysipelotrichaceae	g__Clostridium	0	6.67E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.67E-05	0	0
k__Bacteria	p__Firmicutes	c__Erysipelotrichi	o__Erysipelotrichales	f__Erysipelotrichaceae	g__Coprobacillus	6.67E-05	0.000133333	0.000466667	6.67E-05	0	6.67E-05	0.000333333	0	0	0	0	0.000133333	0	0	0	0.000133333	0.000866667	0.000133333	0.000133333	0	0.0016	0	0.0002	0.000133333	6.67E-05	0.0006	0	0.000133333	0.0008	0.000333333	6.67E-05	0	0	0.000466667	0	0.000266667	0.000266667	6.67E-05	0.000733333
k__Bacteria	p__Firmicutes	c__Erysipelotrichi	o__Erysipelotrichales	f__Erysipelotrichaceae	g__Holdemania	0.0002	0	0.0002	0.0002	0.0004	0.000333333	0.000266667	0.0002	6.67E-05	0.000266667	0.000266667	0.000133333	0.0004	0.000266667	0.0012	0.000666667	0.0002	6.67E-05	0.000133333	0.000133333	0.000133333	0.000333333	0.000266667	0.0002	0.000266667	0.000266667	0	6.67E-05	0.0004	6.67E-05	0.000266667	0	6.67E-05	0.000266667	6.67E-05	0	6.67E-05	0.000133333	0.0002
k__Bacteria	p__Firmicutes	c__Erysipelotrichi	o__Erysipelotrichales	f__Erysipelotrichaceae	g__RFN20	0	0.0002	0	0	6.67E-05	0	6.67E-05	0	0	0	0	0.000133333	0.0006	0.000266667	0	0	0	0	0	6.67E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria	p__Firmicutes	c__Erysipelotrichi	o__Erysipelotrichales	f__Erysipelotrichaceae	g__[Eubacterium]	0.000466667	0.000333333	0.000133333	0.000133333	6.67E-05	6.67E-05	0.000266667	0	0.000133333	0	6.67E-05	0	0.000133333	6.67E-05	6.67E-05	0.0002	0.000133333	6.67E-05	0.0012	6.67E-05	0.000533333	0.000133333	0.0006	0.000133333	6.67E-05	0.000266667	0	0.000266667	0.000133333	6.67E-05	6.67E-05	0.0002	0	0.000933333	0	0.000666667	0.0006	0	0.0012
k__Bacteria	p__Firmicutes	c__Erysipelotrichi	o__Erysipelotrichales	f__Erysipelotrichaceae	g__cc_115	0.000533333	0	6.67E-05	0	0	0	0	0	0	0	0	0	0	0	0	6.67E-05	0	0	6.67E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000133333	6.67E-05	0	0	6.67E-05	0	0
k__Bacteria	p__Fusobacteria	c__Fusobacteriia	o__Fusobacteriales	f__Fusobacteriaceae	g__Fusobacterium	0.010266667	0.0008	6.67E-05	6.67E-05	0	0.0034	0.011466667	0.0008	0.013933333	0.000866667	0.0004	0.000333333	0.000266667	0.0002	0.000333333	0.0038	0.008733333	0.000133333	0.002866667	0.0002	0.001466667	6.67E-05	0.000533333	0.000133333	0.0026	0.0002	0.000933333	0.003133333	0.000333333	0.000866667	0.000266667	0	0	0.003	0	0.012666667	0.0012	0.0004	0.0028
k__Bacteria	p__Fusobacteria	c__Fusobacteriia	o__Fusobacteriales	f__Leptotrichiaceae	g__Leptotrichia	0	0	0	0	6.67E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria	p__Lentisphaerae	c__[Lentisphaeria]	o__Victivallales	f__Victivallaceae	g__	0	0	0	0	0	0	0	0	0	0	6.67E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria	p__Lentisphaerae	c__[Lentisphaeria]	o__Victivallales	f__Victivallaceae	g__Victivallis	0	0	0	0	6.67E-05	6.67E-05	0	0	0	0	0	0.000133333	0.000133333	0.000133333	0.000333333	0.000666667	0.0002	0.000266667	0	6.67E-05	0	0.000133333	6.67E-05	6.67E-05	0	6.67E-05	6.67E-05	0	0	6.67E-05	0	0	0	6.67E-05	0.000133333	6.67E-05	6.67E-05	0	6.67E-05
k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__RF32	f__	g__	0.002266667	0	6.67E-05	0.0002	0.005266667	0.001133333	0.001466667	0.001733333	0.004333333	0.000333333	0.003466667	0.035733333	0.0076	0.0254	0.033133333	0.028866667	0.020533333	0.0378	0.0036	0.011866667	0.008933333	0.017066667	0.0028	0.011533333	0.000866667	0.015333333	0.0112	0.0054	0.002533333	0.003133333	0.0034	0.0048	0.001133333	0.002266667	0.005133333	0.004666667	0.015266667	0.0014	0.001266667
k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Bradyrhizobiaceae	g__Bosea	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0012	0	0
k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhizobiales	f__Phyllobacteriaceae	g__Phyllobacterium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000266667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rickettsiales	f__mitochondria	g__Carludovica	0	0	0	6.67E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.67E-05	0.000266667
k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rickettsiales	f__mitochondria	g__Raphanus	0	0	0	0	0	0	0	0	6.67E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Sphingomonadales	f__Sphingomonadaceae	g__	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0002	0	0	0	0	0	0	0	0	0	0
k__Bacteria	p__Proteobacteria	c__Betaproteobacteria	o__	f__	g__	0	0	0	0	0	0	0	0	0	0	0	0.000133333	0.000133333	6.67E-05	0	0	0	6.67E-05	0	6.67E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
